epoch,loss,val_loss
38,0.001961340880370699,0.001871128915809095
39,0.001803002375013688,0.001719204243272543
40,0.0016544591840904426,0.0015802707057446241
41,0.0015220533241517842,0.0014530273620039225
42,0.0014007419676465146,0.0013363423058763146
43,0.0012864560874945978,0.001229229150339961
44,0.001184227119665593,0.0011308164102956653
45,0.0010902886415886529,0.0010403329506516457
46,0.0010015804608188132,0.0009570978581905365
47,0.0009220776810252573,0.0008804936078377068
48,0.0008489147499751518,0.0008099745027720928
49,0.0007797431419877445,0.00074503239011392
50,0.0007176930994319264,0.0006852213991805911
51,0.0006605544031652458,0.0006301318644545972
52,0.0006065113600069547,0.0005793884629383683
53,0.0005580233882938046,0.0005326482350938022
54,0.0005133707651539761,0.0004895961028523743
55,0.0004711379793554764,0.0004499437636695802
56,0.0004332521330070449,0.0004134262853767723
57,0.00039836970116833556,0.00037980134948156774
58,0.0003653898533871945,0.00034884491469711065
59,0.00033581645038793795,0.00032034661853685975
60,0.0003085972309824737,0.0002941157727036625
61,0.00028287672424031534,0.00026997848181053996
62,0.0002598232895252295,0.00024776917416602373
63,0.00023861887080677072,0.00022733875084668398
64,0.00021859198750462383,0.00020855283946730196
65,0.0002006524000535137,0.00019127638370264322
66,0.00018416117596001749,0.00017539063992444426
67,0.0001685948492890662,0.00016079464694485068
68,0.00015465997876162874,0.0001473816082580015
69,0.00014185977360124097,0.0001350564562017098
70,0.00012978557445903253,0.00012374029029160738
71,0.00011898425509571098,0.00011334339069435373
72,0.00010906738787204685,0.00010380436287960038
73,9.972188426592551e-05,9.504121408099309e-05
74,9.136523203778779e-05,8.700434409547597e-05
75,8.369848193765124e-05,7.962634845171124e-05
76,7.647712310940465e-05,7.286330946953967e-05
77,7.002760321483947e-05,6.666300032520667e-05
78,6.411256617866457e-05,6.0971742641413584e-05
79,5.854459574466626e-05,5.575989416684024e-05
80,5.545015778807283e-05,5.5170188716147095e-05
81,5.494049272623242e-05,5.4659481975249946e-05
82,5.443949724876267e-05,5.4176849516807124e-05
83,5.396154642767215e-05,5.369838254409842e-05
84,5.348731642965611e-05,5.3220657719066367e-05
85,5.300187908955302e-05,5.274406430544332e-05
86,5.252999017102411e-05,5.2268424042267725e-05
87,5.2058867689030356e-05,5.179354775464162e-05
88,5.157594333628795e-05,5.1319428166607395e-05
89,5.1106371074638446e-05,5.084612712380476e-05
90,5.06376384103479e-05,5.037371374783106e-05
91,5.015731521245256e-05,4.99022426083684e-05
92,4.9690438117977465e-05,4.943176099914126e-05
93,4.922458003206617e-05,4.89623453177046e-05
94,4.874738228596363e-05,4.849403921980411e-05
95,4.828372948395554e-05,4.802691546501592e-05
96,4.782126801300739e-05,4.756101407110691e-05
97,4.73477245096172e-05,4.7096393245738e-05
98,4.6887793359928764e-05,4.663310755859129e-05
99,4.6429215110359056e-05,4.617121157934889e-05
100,4.615003105273525e-05,4.6125023800414056e-05
101,4.6104167495286674e-05,4.6078628656687215e-05
102,4.6058063162490726e-05,4.6031957026571035e-05
103,4.601044137790963e-05,4.598501618602313e-05
104,4.596378312271554e-05,4.593778066919185e-05
105,4.5916834899210645e-05,4.589025775203481e-05
106,4.5868332295760734e-05,4.584242560667917e-05
107,4.5820803052265546e-05,4.5794324250891805e-05
108,4.577299071516951e-05,4.574591730488464e-05
109,4.5723597876905626e-05,4.569722659653053e-05
110,4.567520932141633e-05,4.5648244849871844e-05
111,4.562653146636234e-05,4.5598972064908594e-05
112,4.557625203126329e-05,4.554940460366197e-05
113,4.552700238491525e-05,4.54995570180472e-05
114,4.547746678273303e-05,4.544942203210667e-05
115,4.542631444671904e-05,4.539900692179799e-05
116,4.537621566669259e-05,4.534830804914236e-05
117,4.532583026208586e-05,4.5297303586266935e-05
118,4.5273807593141956e-05,4.5246040826896206e-05
119,4.5222861672300496e-05,4.519447611528449e-05
0,2.6430561542510986,1.8729974031448364
1,1.496720412198235,1.1337344646453857
2,0.9268807098269463,0.7168556451797485
3,0.5979429728844586,0.47011467814445496
4,0.395305079572341,0.3197484612464905
0,2.6417390318477856,1.871461272239685
1,1.4950734306784237,1.132003903388977
2,0.9251506365835667,0.7151632308959961
3,0.5963227854055517,0.4686011075973511
4,0.39388979883754954,0.31844958662986755
0,3.3375167846679688,3.013204336166382
1,2.8864025274912515,2.6500399112701416
0,2.6416024741004493,1.8715121746063232
1,1.4952356043983908,1.1322758197784424
2,0.9254859834909439,0.7155539989471436
3,0.5967261019875022,0.4690065085887909
4,0.3942824900150299,0.31882280111312866
5,0.27272240445017815,0.2244764119386673
6,0.19546322699855356,0.16334345936775208
7,0.14330194189268,0.12243915349245071
8,0.10885970387607813,0.0941753163933754
9,0.08477032579043332,0.07404434680938721
10,0.0669252377222566,0.05930488184094429
11,0.05406458373181522,0.048243287950754166
12,0.04432701494763879,0.039760127663612366
13,0.0365910183857469,0.03313190117478371
14,0.030662683420814574,0.027870219200849533
15,0.025930875912308693,0.023637158796191216
16,0.022000858888906592,0.02019336074590683
17,0.018873762106522918,0.017365386709570885
18,0.01629788987338543,0.01502468902617693
19,0.014101339065853287,0.013073978014290333
20,0.012313463201280683,0.011438214220106602
21,0.01081102724899264,0.010058620944619179
22,0.0095064167809837,0.008888594806194305
23,0.008426135987974703,0.007890832610428333
24,0.007503019015797798,0.007035288959741592
25,0.0066881343064939276,0.006297639105468988
26,0.006002137088216841,0.005658125504851341
27,0.005406157990150592,0.005100645124912262
28,0.004871348494335133,0.004612057935446501
29,0.004413745686179027,0.004181602504104376
30,0.004009800990495612,0.0038004512898623943
31,0.0036417097264133834,0.003461345797404647
32,0.003322092510643415,0.0031582985538989305
33,0.0030360035050441235,0.002886357018724084
34,0.002771924907232032,0.0026414035819470882
35,0.0025398746656719595,0.002420006785541773
36,0.002329898505088161,0.0022192918695509434
37,0.002134183366947314,0.002036836463958025
38,0.0019607065551099367,0.0018705892143771052
39,0.0018025255173116045,0.0017188005149364471
40,0.001654105185640647,0.001579970121383667
41,0.0015217896361718886,0.0014528044266626239
42,0.0014005462255548028,0.001336177927441895
43,0.001286312739145668,0.0012291083112359047
44,0.001184121661935933,0.0011307275854051113
45,0.0010902111569200369,0.0010402684565633535
46,0.0010015244992888149,0.0009570512920618057
47,0.000922037292184541,0.0008804599638096988
48,0.0008488853414104704,0.0008099502301774919
49,0.0007797222317415563,0.0007450151606462896
0,2.6459451843710506,1.8753453493118286
1,1.4986466449849747,1.1352002620697021
2,0.9280467666685581,0.7177110910415649
3,0.5986218242084279,0.4706066846847534
4,0.39569612110362334,0.32004374265670776
5,0.2738195722922683,0.22543999552726746
6,0.19634038034607382,0.16412079334259033
7,0.14401064725483165,0.12307306379079819
8,0.10944031877443194,0.09469563513994217
9,0.0852486929472755,0.07447299361228943
10,0.06731829836088069,0.05965857952833176
11,0.054389527067542076,0.048535384237766266
12,0.04459591823465684,0.04000142961740494
13,0.036812412388184494,0.03333123400807381
14,0.03084582171868533,0.028034819290041924
15,0.02608235366642475,0.023772992193698883
16,0.022125388550407746,0.020305344834923744
17,0.018976525054313242,0.017457589507102966
18,0.016382607686169007,0.015100483782589436
19,0.014170684413436581,0.013136167079210281
20,0.012370396230835468,0.011489128693938255
21,0.010857683825580514,0.010100203566253185
22,0.009544341879732469,0.008922466076910496
23,0.008457036688923836,0.007918338291347027
24,0.007528131389442612,0.007057555485516787
25,0.006708357592715937,0.006315603386610746
26,0.006018453888827935,0.005672565195709467
27,0.005419281448292381,0.005112208891659975
28,0.004881798508850967,0.0046212817542254925
29,0.004422080906806514,0.004188929684460163
30,0.00401642602210974,0.0038062473759055138
31,0.003646919147714096,0.003465911140665412
32,0.003326195423142053,0.0031618790235370398
33,0.003039222799570245,0.002889151917770505
34,0.0027744223445873052,0.0026435761246830225
35,0.0025418158911634237,0.0024216878227889538
36,0.002331401399501106,0.0022205861750990152
37,0.002135333057273837,0.0020378287881612778
38,0.0019615878409240395,0.001871346146799624
39,0.0018031985690707669,0.001719375723041594
40,0.0016546128934030147,0.001580404699780047
41,0.0015221733847283758,0.0014531315537169576
42,0.0014008352368631784,0.0013364229816943407
43,0.0012865275528062793,0.0012292905012145638
44,0.0011842817839351483,0.001130862976424396
45,0.0010903302429463057,0.0010403685737401247
46,0.0010016117149087437,0.0009571247501298785
47,0.0009221013642672915,0.000880513689480722
48,0.0008489323286887477,0.0008099891128949821
49,0.0007797560572405072,0.0007450433331541717
0,2.6452567717608284,1.8746634721755981
1,1.497974157333374,1.1345375776290894
2,0.9273875579237938,0.7170506715774536
3,0.5979561595355763,0.4699362516403198
4,0.3950275077539332,0.319381982088089
5,0.27317188400775194,0.2248137891292572
6,0.19573602167999044,0.16354626417160034
7,0.14346300328479095,0.12255766242742538
8,0.1089517492800951,0.09423940628767014
9,0.08481738497229184,0.07407249510288239
10,0.06694164390073103,0.05930919572710991
11,0.05406134785152972,0.048232171684503555
12,0.04431133498163784,0.03973957151174545
13,0.036567805444493014,0.03310619667172432
14,0.030635810340754688,0.027842408046126366
15,0.025902933386318824,0.023609358817338943
16,0.021973616827060196,0.020166967064142227
17,0.018848324776627123,0.017341237515211105
18,0.016274904065272388,0.015003224834799767
19,0.014081169467638521,0.013055340386927128
20,0.012296086293645203,0.011422350071370602
21,0.010796327089123866,0.010045351460576057
22,0.009494244175798753,0.008877666667103767
23,0.008416157215833664,0.007881957106292248
24,0.007494944558643243,0.007028175052255392
25,0.006681722095784019,0.006292006932199001
26,0.005997076106723398,0.005653715692460537
27,0.005402204881915275,0.005097231827676296
28,0.004868315560195376,0.0046094427816569805
29,0.0044114276533946395,0.004179619252681732
30,0.00400804535157102,0.0037989618722349405
31,0.0036404035875902455,0.0034602379892021418
32,0.0033211229456355795,0.0031574827153235674
33,0.0030352898243376438,0.002885761670768261
34,0.0027714092284440994,0.0026409735437482595
35,0.002539502893341705,0.0024196989834308624
36,0.002329632612493108,0.0022190737072378397
37,0.002133996910689508,0.002036683727055788
38,0.001960576046258211,0.001870483043603599
39,0.001802435062606545,0.0017187278717756271
40,0.0016540439648772864,0.001579920994117856
41,0.0015217484251479618,0.0014527717139571905
42,0.001400518710451091,0.0013361562741920352
43,0.0012862948728177477,0.0012290943413972855
44,0.0011841103187180124,0.0011307192035019398
45,0.0010902042062405277,0.0010402632178738713
46,0.0010015203220331494,0.0009570481488481164
47,0.0009220348874805495,0.0008804583339951932
48,0.0008488840779618305,0.0008099492406472564
49,0.0007797217797761893,0.0007450146367773414
0,2.6413869437049415,1.8713746070861816
1,1.4951152871636784,1.132149338722229
2,0.9253348559141159,0.7153810262680054
3,0.5965529469882741,0.4688415229320526
4,0.3941334538600024,0.31869491934776306
5,0.2726137088611722,0.22439108788967133
6,0.1953956151709837,0.1632968783378601
7,0.14326983339646282,0.12242243438959122
8,0.10885325167328119,0.09417987614870071
9,0.08478152269826215,0.07406270503997803
10,0.06694757412461673,0.0593310222029686
11,0.054092634934931993,0.048273030668497086
12,0.04435731952681261,0.03979075327515602
13,0.03662138388437383,0.03316174075007439
14,0.030691794236190617,0.027898307889699936
15,0.025958000956212774,0.023662999272346497
16,0.022025578819653568,0.02021673507988453
17,0.01889600628055632,0.01738625019788742
18,0.01631766716566156,0.015043106861412525
19,0.014118680840029436,0.01309007778763771
20,0.01232857839204371,0.011452160775661469
21,0.010824091787285665,0.010070603340864182
22,0.00951757188886404,0.008898809552192688
23,0.008435626165010035,0.00789947435259819
24,0.007511035922695608,0.007042548153549433
25,0.006694826708339593,0.006303694099187851
26,0.006007710209814832,0.005663140676915646
27,0.005410769379095119,0.005104771349579096
28,0.004875118049847729,0.004615430254489183
29,0.004416822426719591,0.004184340126812458
30,0.004012296770644539,0.0038026589900255203
31,0.00364370911163004,0.0034631143789738417
32,0.0033236925228266045,0.0031597064808011055
33,0.003037276623003623,0.0028874704148620367
34,0.002772924873758765,0.0026422785595059395
35,0.0025406597851542756,0.0024206903763115406
36,0.002330511520781061,0.0022198220249265432
37,0.002134655643364086,0.002037245547398925
38,0.001961070498509798,0.0018709023715928197
39,0.0018028045374461833,0.0017190395155921578
40,0.0016543162603150396,0.0015801509143784642
41,0.0015219493288896047,0.0014529406325891614
42,0.0014006664962781703,0.0013362797908484936
43,0.0012864021735046716,0.0012291842140257359
44,0.0011841882078442723,0.001130783697590232
45,0.001090260489624651,0.001040309900417924
46,0.0010015604784712195,0.0009570813272148371
47,0.0009220636093232315,0.000880482024513185
48,0.0008489045396666316,0.0008099659462459385
49,0.0007797359927173923,0.0007450265693478286
0,102.5367826573989,118.9867426554362
1,28.72292905695298,13.751030921936035
2,15.051327049732208,81.90109252929688
3,13.882959590238684,9.017709414164225
4,11.030933436225443,10.541729927062988
5,9.865358173847198,7.414026419321696
6,9.326259108150706,7.245298544565837
7,8.548045018140007,6.702643394470215
8,7.645419791340828,6.488378524780273
9,8.532488514395322,6.398965835571289
10,7.335908160490148,6.095816135406494
11,7.292251497507095,5.942691802978516
12,6.7496544052572816,5.849861303965251
13,6.87110107085284,5.460446357727051
14,6.272710621356964,5.322769323984782
15,7.1142712761374085,5.495193799336751
16,6.682848762063419,5.5486992200215655
17,6.007933974266052,5.273385842641194
18,6.743864676531623,5.763403574625651
19,6.386617071488324,5.648363431294759
20,6.56517493724823,5.500343640645345
21,5.792779130094192,4.985512733459473
22,6.554313014535343,5.34209410349528
23,6.023451060056686,5.05455207824707
24,6.36984603545245,5.077566782633464
25,6.423971007851994,4.97466516494751
26,7.330764055252075,5.3114213943481445
27,6.173965734594009,5.190019289652507
28,6.6069035249597885,5.660907745361328
29,5.99440985918045,5.0952175458272295
30,6.335415980395148,4.901342233022054
31,6.354728193844066,4.54002062479655
32,5.603728741407394,4.579733053843181
33,6.5720210355870865,5.652248064676921
34,6.04187359529383,4.779599507649739
35,5.038733169436455,4.0106141567230225
36,5.896453548880184,4.124666929244995
37,5.188865325030158,5.007122039794922
38,6.543087661266327,4.828205744425456
39,5.6858452348148125,4.009394804636638
40,6.337490502525778,5.125831604003906
41,7.3203131929039955,5.454300721486409
42,6.819698445937213,7.912647088368733
43,6.760897355921128,5.902508735656738
44,6.7691890597343445,5.598926226298015
45,5.885724516475902,4.578279495239258
46,5.90988485252156,4.393756707509358
47,6.005112648010254,4.866090456644694
48,6.195626932031968,4.586328029632568
49,5.704109191894531,4.867989857991536
0,89.8694839477539,60.98627726236979
1,25.245024961583756,15.092079162597656
2,14.820257663726807,11.756658871968588
3,11.530699000639075,7.684499104817708
4,9.776163998772116,7.235784371693929
5,8.104063779115677,6.08371639251709
6,8.506535333745619,6.881832440694173
7,8.325130911434398,6.39863395690918
8,8.834506511688232,9.984820683797201
9,9.4542075325461,7.226583798726399
10,7.5208648232852715,5.678944905598958
11,6.910350859165192,5.477049668629964
12,8.082472380469827,5.816497961680095
13,7.161492544061997,6.048439661661784
14,6.712440669536591,5.907062848409017
15,6.482508631313548,5.857931296030681
16,6.54720578474157,5.165254275004069
17,5.828023761510849,5.165268580118815
18,6.636350351221421,5.485068639119466
19,6.324771151823156,5.274152437845866
20,6.34547632932663,4.984569708506267
21,5.931297694935518,5.021222909291585
22,6.002391142003677,4.780289649963379
23,6.442687600851059,5.535788853963216
24,5.732553958892822,5.0325272878011065
25,6.429610841414508,5.211538950602214
26,6.263792783021927,5.654197374979655
27,6.519688942853143,4.949700991312663
28,6.386531549341538,5.118961811065674
29,6.693441301584244,5.610679944356282
30,5.983474002164953,4.988972345987956
31,6.3174395280725815,4.762279987335205
32,6.325152933597565,4.836749076843262
33,6.257953868192785,5.152198473612468
34,6.161112252403708,5.830045700073242
35,7.017120778560638,5.803498109181722
36,6.044030834646786,5.580264409383138
37,6.151302702286664,4.718920707702637
38,6.428787142038345,5.278872489929199
39,5.319125484017765,4.804998397827148
40,6.427409340353573,4.450486501057942
41,5.528543725609779,4.600821177164714
42,5.998414292055018,5.0336635907491045
43,5.651498121373794,4.955796400705974
44,5.988781243562698,4.65723991394043
45,5.408755526823156,4.672234853108724
46,5.064870024428648,4.561392784118652
47,5.774368107318878,4.646964391072591
48,5.886956467347987,4.395511309305827
49,5.600901519550996,4.403362115224202
0,2.8125736713409424,2.5440733432769775
1,2.466139078140259,2.2474277019500732
0,2.2371363162994387,1.6282973289489746
1,1.3290331959724426,1.0270147323608398
0,0.6163783047348261,0.07439661026000977
1,0.03314792540855706,0.013113558292388916
0,1.0721984434127807,0.31127068400382996
1,0.15976697340607643,0.07444281131029129
0,1.4741149465243022,0.6714792251586914
1,0.40507971197366716,0.22228963673114777
0,1.982535195350647,1.2819111347198486
1,0.958005154132843,0.6687342524528503
0,2.8115445375442505,2.543078899383545
1,2.4651564359664917,2.246481418609619
0,2.813100576400757,2.544541597366333
1,2.466587543487549,2.247817039489746
0,127.99140453338623,56.980133056640625
1,358.3353862762451,35.15863800048828
0,95.85494108200074,11.729519844055176
1,9.743754386901855,7.995928764343262
0,80.2942008972168,63.58754348754883
1,41.18824920654297,20.85327911376953
0,93.84601565769741,20.455286026000977
1,16.442200796944753,10.854642868041992
0,179.70240211486816,82.93209075927734
1,72.45087051391602,75.82366180419922
0,9204.373931884766,284.9776916503906
1,175.20267486572266,122.12187194824219
0,69.56971707344056,10.212563514709473
1,10.534692468643188,9.189035415649414
